student_id,name,age,gender,major,learning_style,parents_education_level,avg_sleep_hours,high_school_gpa,study_hours_per_week,family_income,english_proficiency,math_proficiency,science_proficiency,final_gpa,graduation_within_4_years,academic_performance_description
1220,Jeffrey Berry,18,Male,Business,Auditory,Bachelor's Degree,5.773162236792242,2.9,22,89000.0,72,77,76,2.0,1,"Struggling despite effort, may benefit from academic support services"
1221,Mrs. Heidi King,23,Female,Business,Auditory,Bachelor's Degree,7.586813990856091,2.6,12,62000.0,77,76,83,3.25,1,Solid performance with room for increased study time
1222,Roy Watson,18,Female,Biology,Auditory,Bachelor's Degree,7.8726726559425435,3.29,28,226000.0,83,83,96,3.0,1,Good academic standing maintained through consistent effort
1223,Joshua Clark,19,Female,Mathematics,Reading/Writing,Bachelor's Degree,6.975665323606088,2.71,9,92000.0,75,88,73,3.0,1,Solid performance with room for increased study time
1224,Alicia Smith,23,Male,Mathematics,Visual,Master's Degree,8.735250671555484,2.79,13,24000.0,78,90,87,3.0,1,Solid performance with room for increased study time
1225,Stephanie Jones,19,Male,Psychology,Kinesthetic,Bachelor's Degree,7.5960955351888515,3.04,14,80000.0,84,80,92,2.5,0,"Average performance, requires more focused study approach"
1226,Kristi Barber,20,Male,Economics,Visual,Master's Degree,5.878816519062681,3.13,23,165000.0,92,93,92,1.75,1,"Struggling despite effort, may benefit from academic support services"
1227,April Edwards,19,Male,Engineering,Reading/Writing,Associate Degree,6.579246919882574,2.86,8,128000.0,84,100,97,2.0,1,"Below average performance, needs significant increase in study effort"
1228,Jennifer Buchanan,18,Male,Biology,Visual,High School,4.895700764188218,3.23,7,53000.0,69,71,73,2.25,1,"Below average performance, needs significant increase in study effort"
1229,Jennifer Moore,24,Male,Engineering,Reading/Writing,Associate Degree,6.837791514412875,3.16,32,45000.0,97,93,94,3.75,1,Outstanding achievement through dedicated effort and consistent study
1230,April Eaton,19,Female,Business,Auditory,High School,8.668150928832008,2.86,26,33000.0,93,79,79,2.25,1,"Struggling despite effort, may benefit from academic support services"
1231,Martha Chavez,21,Female,Economics,Kinesthetic,Associate Degree,8.027935127066453,3.22,9,58000.0,80,78,87,2.5,1,"Average performance, requires more focused study approach"
1232,Martin Raymond,18,Male,Psychology,Auditory,Associate Degree,9.103013988878683,2.63,9,100000.0,82,69,75,2.25,1,"Below average performance, needs significant increase in study effort"
1233,Nicholas Parks,18,Male,Engineering,Visual,Bachelor's Degree,6.54567213430151,3.3,19,132000.0,81,98,98,3.0,1,Solid performance with room for increased study time
1234,Kyle Ryan,18,Female,Social Sciences,Auditory,High School,9.019149691771386,3.08,19,36000.0,89,82,90,2.75,1,"Average performance, requires more focused study approach"
1235,Patrick Hoffman,20,Female,Computer Science,Kinesthetic,High School,6.710043660328045,2.25,7,105000.0,76,83,98,2.0,1,"Below average performance, needs significant increase in study effort"
1236,Kimberly Schultz DDS,19,Female,Business,Auditory,Associate Degree,9.20737762385484,3.62,14,47000.0,82,82,80,3.0,1,Solid performance with room for increased study time
1237,Julia Johnson,21,Non-Binary,Computer Science,Kinesthetic,Master's Degree,6.967214878836814,2.93,32,18000.0,85,95,100,3.0,1,Good academic standing maintained through consistent effort
1238,Steven Logan,19,Female,Economics,Kinesthetic,Associate Degree,8.060847060706415,3.17,12,37000.0,77,78,75,2.5,1,"Average performance, requires more focused study approach"
1239,Meghan Garrett,23,Non-Binary,Economics,Auditory,Associate Degree,9.212668546464784,3.71,16,36000.0,85,84,81,3.25,1,Solid performance with room for increased study time
1240,Edward Sweeney,18,Male,Business,Reading/Writing,Bachelor's Degree,6.709858557128191,3.71,25,61000.0,82,81,79,2.5,1,"Average performance, requires more focused study approach"
1241,Michael West,21,Male,Biology,Visual,Bachelor's Degree,7.327583481316261,3.27,24,89000.0,80,83,98,2.75,1,"Average performance, requires more focused study approach"
1242,Raymond Liu,20,Male,Engineering,Reading/Writing,High School,8.933295137809454,2.82,16,30000.0,92,90,85,2.5,1,"Average performance, requires more focused study approach"
1243,Sandy Smith,20,Male,Economics,Reading/Writing,Associate Degree,6.800495254104905,3.6,21,186000.0,84,86,75,3.0,1,Good academic standing maintained through consistent effort
1244,Ryan Aguilar,21,Male,Engineering,Auditory,High School,5.018661576240758,3.34,16,31000.0,80,84,95,2.5,1,"Average performance, possibly impacted by insufficient rest"
1245,David Gibson,20,Female,Engineering,Visual,Master's Degree,10.0,3.07,19,48000.0,72,97,94,3.0,1,Solid performance with room for increased study time
1246,Debra Walker,20,Female,Social Sciences,Visual,High School,6.295353303494295,2.6,20,151000.0,82,84,80,2.5,1,"Average performance, requires more focused study approach"
1247,Alexa Juarez,18,Female,Business,Reading/Writing,Associate Degree,7.238134076406315,2.09,17,79000.0,83,79,78,1.5,1,"Struggling despite effort, may benefit from academic support services"
1248,Adam Garcia,18,Male,Computer Science,Auditory,High School,8.73401000417669,3.08,10,46000.0,79,95,81,2.75,1,"Average performance, requires more focused study approach"
1249,Rebecca Reyes,22,Female,Psychology,Visual,High School,6.087259144403197,2.96,11,66000.0,82,84,78,2.5,1,"Average performance, requires more focused study approach"
1250,Jacob Powers,20,Female,Social Sciences,Reading/Writing,Bachelor's Degree,5.488198130166804,3.82,15,70000.0,89,72,83,2.5,1,"Average performance, possibly impacted by insufficient rest"
1251,Courtney York,20,Male,Engineering,Visual,High School,7.38060594516225,3.18,11,30000.0,79,84,90,2.25,1,"Struggling despite effort, may benefit from academic support services"
1252,Margaret Stark,19,Female,Computer Science,Auditory,High School,4.3103854031314155,3.67,9,92000.0,72,80,78,2.25,0,"Below average performance, needs significant increase in study effort"
1253,James Gibbs,18,Male,Business,Auditory,Associate Degree,6.56814088469812,2.78,24,55000.0,90,77,78,2.25,1,"Struggling despite effort, may benefit from academic support services"
1254,Shawn Smith,18,Male,Psychology,Auditory,High School,7.367557996473109,3.57,40,115000.0,94,88,93,3.0,1,Good academic standing maintained through consistent effort
1255,Jacqueline Perry,20,Female,Business,Visual,High School,6.595072154762254,2.74,6,105000.0,71,78,75,2.25,1,"Below average performance, needs significant increase in study effort"
1256,Patrick Mendoza,19,Male,Biology,Kinesthetic,Bachelor's Degree,4.6848235852213795,3.64,19,97000.0,76,81,100,3.0,0,Solid performance with room for increased study time
1257,Christopher Thomas,18,Male,Social Sciences,Visual,Bachelor's Degree,9.391266934306017,2.52,14,148000.0,73,85,77,2.75,1,"Average performance, requires more focused study approach"
1258,Daniel Jones,19,Female,Engineering,Kinesthetic,Master's Degree,7.155307230923763,3.49,14,20000.0,84,100,100,4.0,1,Exceptional academic performance with natural ability
1259,Christine Greene,18,Female,Engineering,Auditory,Master's Degree,9.146728176642611,2.38,14,83000.0,83,83,98,3.25,1,Solid performance with room for increased study time
1260,Erik Rhodes,19,Male,Engineering,Reading/Writing,Bachelor's Degree,6.609945624729333,3.12,40,133000.0,95,88,100,3.5,1,High achievement despite suboptimal rest
1261,Cynthia Hawkins,18,Male,Computer Science,Kinesthetic,High School,5.679982027463854,3.22,15,48000.0,73,87,93,2.75,1,"Average performance, possibly impacted by insufficient rest"
1262,Thomas Wilkerson,20,Male,Mathematics,Auditory,Bachelor's Degree,7.403771380382739,2.99,17,74000.0,72,89,78,2.75,1,"Average performance, requires more focused study approach"
1263,Wyatt Porter,18,Female,Engineering,Auditory,Bachelor's Degree,6.676319310507671,2.72,11,105000.0,84,89,86,2.75,1,"Average performance, requires more focused study approach"
1264,Sarah Mcdaniel,19,Male,Engineering,Kinesthetic,Bachelor's Degree,5.233357813012963,3.67,28,267000.0,87,100,100,3.25,1,Good academic standing maintained through consistent effort
1265,Tara Bernard,18,Male,Biology,Reading/Writing,Associate Degree,9.204676388181245,3.07,12,66000.0,89,82,97,3.25,1,Solid performance with room for increased study time
1266,Theresa Davis,18,Female,Engineering,Auditory,High School,6.0665946656590055,2.76,8,44000.0,84,89,88,2.25,0,"Below average performance, needs significant increase in study effort"
1267,Sherry Santana,19,Female,Biology,Kinesthetic,Bachelor's Degree,4.239600422806648,3.27,25,167000.0,74,82,100,2.5,1,"Average performance, possibly impacted by insufficient rest"
1268,Ethan Underwood,19,Male,Computer Science,Reading/Writing,Bachelor's Degree,8.992249080935999,4.0,21,93000.0,89,100,99,3.75,1,Exceptional academic performance with natural ability
1269,Dana Smith,20,Female,Mathematics,Reading/Writing,Doctorate,6.243552976281065,4.0,21,104000.0,98,99,90,3.0,1,Good academic standing maintained through consistent effort
1270,Matthew Walters,18,Female,Social Sciences,Auditory,High School,6.088264161076563,3.58,22,168000.0,81,81,83,2.25,1,"Struggling despite effort, may benefit from academic support services"
1271,Nicole Wiggins,20,Male,Biology,Visual,High School,4.351918619455039,3.22,15,16000.0,69,80,92,2.0,0,"Struggling despite effort, may benefit from academic support services"
1272,Amy Nash,21,Male,Social Sciences,Visual,High School,9.611412229895485,3.08,21,58000.0,93,92,84,3.25,1,Good academic standing maintained through consistent effort
1273,Robin Thomas,20,Female,Business,Auditory,Bachelor's Degree,5.065779119185469,2.05,14,81000.0,79,79,72,3.25,0,Solid performance with room for increased study time
1274,Rebecca Fitzpatrick,18,Male,Engineering,Reading/Writing,High School,7.0876742210584744,2.66,40,31000.0,79,92,92,2.5,1,"Average performance, requires more focused study approach"
1275,Gregory Dillon,19,Female,Biology,Auditory,High School,8.368930483810662,2.76,4,16000.0,79,72,80,2.5,0,"Average performance, requires more focused study approach"
1276,Robert Thomas,18,Male,Psychology,Kinesthetic,Doctorate,7.6325753995046455,2.56,40,14000.0,91,86,95,3.5,1,Strong performance supported by good sleep habits
1277,Cindy Le,18,Male,Engineering,Visual,High School,6.910518532011713,2.42,7,64000.0,68,81,75,2.5,1,"Average performance, requires more focused study approach"
1278,Terry King,24,Male,Business,Kinesthetic,Bachelor's Degree,4.447501212568875,2.26,8,71000.0,88,67,75,2.25,0,"Below average performance, needs significant increase in study effort"
1279,Christopher Santana,18,Male,Computer Science,Auditory,Associate Degree,5.785412746349074,3.11,18,49000.0,88,83,92,3.0,1,Solid performance with room for increased study time
1280,Sydney Grant,19,Male,Engineering,Auditory,Bachelor's Degree,7.281700507063783,3.66,32,94000.0,89,100,99,3.5,1,Strong performance supported by good sleep habits
1281,Bryan Taylor,20,Male,Business,Reading/Writing,Associate Degree,5.819238895019506,3.68,22,52000.0,90,71,77,2.25,1,"Struggling despite effort, may benefit from academic support services"
1282,Samuel Bradley,20,Female,Economics,Reading/Writing,Master's Degree,7.305039189998151,3.58,15,127000.0,85,97,86,2.75,1,"Average performance, requires more focused study approach"
1283,Lonnie Moses,19,Non-Binary,Business,Reading/Writing,Master's Degree,8.022615113222713,2.89,12,18000.0,76,68,65,2.5,1,"Average performance, requires more focused study approach"
1284,William Welch,18,Female,Computer Science,Kinesthetic,High School,8.443754328700152,2.03,2,172000.0,74,82,90,2.25,1,"Below average performance, needs significant increase in study effort"
1285,Larry Sandoval,18,Female,Psychology,Reading/Writing,High School,5.160730963280975,2.12,6,59000.0,81,59,69,1.5,0,"Below average performance, needs significant increase in study effort"
1286,Teresa Boyd,19,Male,Psychology,Auditory,High School,10.0,2.37,4,38000.0,88,77,82,3.0,1,Solid performance with room for increased study time
1287,Melissa Lewis,18,Non-Binary,Mathematics,Reading/Writing,Bachelor's Degree,8.151219016831195,2.81,15,66000.0,91,87,83,3.0,1,Solid performance with room for increased study time
1288,Bradley Ayers,19,Male,Psychology,Visual,Master's Degree,6.997428769496404,3.3,13,152000.0,91,88,100,2.0,0,"Struggling despite effort, may benefit from academic support services"
1289,James Kim,18,Female,Business,Reading/Writing,Associate Degree,8.63430487461496,2.62,13,112000.0,88,74,71,2.5,1,"Average performance, requires more focused study approach"
1290,Brittany Thompson,18,Non-Binary,Mathematics,Kinesthetic,Bachelor's Degree,10.0,3.42,23,65000.0,84,94,86,2.75,1,"Average performance, requires more focused study approach"
1291,Shawna Soto,19,Female,Psychology,Visual,High School,4.841919848414696,2.88,24,65000.0,89,81,93,3.25,1,Good academic standing maintained through consistent effort
1292,Thomas Hernandez,18,Non-Binary,Computer Science,Visual,Bachelor's Degree,6.662106036262969,3.26,21,41000.0,83,96,94,2.0,0,"Struggling despite effort, may benefit from academic support services"
1293,Barry Vargas,19,Female,Psychology,Visual,Master's Degree,4.0,3.95,39,3000.0,86,98,100,3.5,1,High achievement despite suboptimal rest
1294,Shaun Carrillo,20,Male,Social Sciences,Kinesthetic,High School,7.288977298972037,2.41,12,35000.0,83,84,81,2.25,1,"Struggling despite effort, may benefit from academic support services"
1295,Carol Foster,21,Male,Engineering,Auditory,Associate Degree,7.548091362887711,3.33,10,50000.0,91,96,94,3.0,1,Solid performance with room for increased study time
1296,Daniel Kelly,18,Female,Business,Reading/Writing,High School,6.941256826835861,2.99,10,140000.0,78,75,74,2.25,1,"Struggling despite effort, may benefit from academic support services"
1297,Joyce Woodard,18,Male,Computer Science,Visual,Associate Degree,6.018199643502535,2.96,11,31000.0,78,96,84,3.25,1,Solid performance with room for increased study time
1298,Eric Daniel,18,Female,Business,Visual,Associate Degree,4.0,3.57,18,37000.0,77,85,85,2.75,1,"Average performance, possibly impacted by insufficient rest"
1299,Julie Avila,20,Non-Binary,Engineering,Visual,High School,7.560300525117653,3.44,6,82000.0,78,97,83,1.75,1,"Below average performance, needs significant increase in study effort"
1300,Benjamin Owens DDS,20,Male,Psychology,Auditory,Associate Degree,9.183151725872987,2.65,28,85000.0,86,77,81,3.5,1,Strong performance supported by good sleep habits
1301,Mary Black,18,Female,Computer Science,Auditory,High School,6.113472316399852,2.91,18,47000.0,77,87,79,2.5,1,"Average performance, requires more focused study approach"
1302,Thomas Colon,22,Female,Social Sciences,Kinesthetic,Associate Degree,7.6600898935347175,3.27,16,267000.0,83,72,91,3.25,1,Solid performance with room for increased study time
1303,Alicia Santos,18,Female,Economics,Auditory,Associate Degree,4.647783529869924,2.99,40,107000.0,73,87,81,2.75,0,"Average performance, possibly impacted by insufficient rest"
1304,Catherine Ross,19,Non-Binary,Psychology,Reading/Writing,High School,7.685819595538771,3.29,35,141000.0,92,85,89,2.5,1,"Average performance, requires more focused study approach"
1305,Amber Jones,20,Female,Mathematics,Kinesthetic,Bachelor's Degree,6.4099265533830145,3.39,24,88000.0,78,88,85,2.25,0,"Struggling despite effort, may benefit from academic support services"
1306,Jonathan Cooper,21,Non-Binary,Computer Science,Kinesthetic,Bachelor's Degree,5.856373074095629,4.0,22,71000.0,78,90,100,3.5,1,High achievement despite suboptimal rest
1307,Dr. Cristina Raymond,20,Female,Engineering,Reading/Writing,Associate Degree,5.859454538175804,2.36,11,56000.0,81,80,97,2.5,1,"Average performance, possibly impacted by insufficient rest"
1308,Samantha Sullivan,21,Male,Biology,Reading/Writing,High School,6.409582626950485,2.94,10,115000.0,83,62,84,2.0,0,"Struggling despite effort, may benefit from academic support services"
1309,Nathan Peterson,18,Male,Mathematics,Reading/Writing,Bachelor's Degree,7.573649973538803,2.8,13,133000.0,84,86,78,1.5,1,"Struggling despite effort, may benefit from academic support services"
1310,Jennifer Rivera,21,Female,Economics,Kinesthetic,Master's Degree,5.0317551982067235,3.68,18,31000.0,90,91,87,3.25,1,Solid performance with room for increased study time
1311,Ashley Barnes,18,Male,Business,Kinesthetic,High School,6.404327002648221,2.19,9,83000.0,74,88,85,1.5,0,"Below average performance, needs significant increase in study effort"
1312,Michael Graham,21,Female,Social Sciences,Kinesthetic,High School,6.937792333001278,3.17,24,117000.0,79,84,81,3.5,1,High achievement despite suboptimal rest
1313,Richard Wood,19,Female,Computer Science,Reading/Writing,High School,5.351441163202211,2.68,11,40000.0,83,82,75,1.5,1,"Struggling despite effort, may benefit from academic support services"
1314,Jason Washington,21,Male,Mathematics,Reading/Writing,Associate Degree,9.694997802512525,2.76,7,62000.0,84,90,81,2.5,1,"Average performance, requires more focused study approach"
1315,Troy Martin,19,Female,Social Sciences,Visual,High School,5.719756779907987,2.28,8,82000.0,68,75,67,2.0,0,"Below average performance, needs significant increase in study effort"
1316,Meredith Smith,20,Female,Business,Auditory,Associate Degree,5.995844629549764,2.89,9,32000.0,82,68,72,2.25,0,"Below average performance, needs significant increase in study effort"
1317,Joanna Wiley,19,Female,Economics,Visual,Bachelor's Degree,5.532538075266253,3.79,38,113000.0,87,99,99,3.5,1,High achievement despite suboptimal rest
1318,Brittany Snyder,20,Male,Computer Science,Reading/Writing,Associate Degree,9.697720130707175,3.11,7,42000.0,85,91,80,2.75,1,"Average performance, requires more focused study approach"
1319,Johnathan Baker,18,Male,Engineering,Kinesthetic,Associate Degree,7.829357842899222,3.44,17,131000.0,84,91,97,2.75,1,"Average performance, requires more focused study approach"
1320,Henry Banks,18,Male,Psychology,Reading/Writing,Associate Degree,5.595111990634537,3.96,13,284000.0,92,85,90,2.5,1,"Average performance, possibly impacted by insufficient rest"
1321,Julia Parker,18,Female,Psychology,Auditory,Associate Degree,8.659347338289953,3.26,15,52000.0,89,82,88,2.5,1,"Average performance, requires more focused study approach"
1322,John Hendricks,18,Male,Social Sciences,Visual,High School,7.301048041433317,2.72,12,23000.0,77,78,72,2.25,1,"Struggling despite effort, may benefit from academic support services"
1323,Kristin Gonzalez,21,Female,Biology,Visual,High School,7.385880131667252,3.23,22,53000.0,85,88,91,2.0,0,"Struggling despite effort, may benefit from academic support services"
1324,William Clark,18,Male,Engineering,Kinesthetic,Master's Degree,6.483284186871321,3.1,18,29000.0,88,98,98,3.0,1,Solid performance with room for increased study time
1325,Douglas Gonzalez,24,Male,Mathematics,Visual,High School,5.87587601956454,2.75,12,95000.0,70,92,82,2.25,1,"Struggling despite effort, may benefit from academic support services"
1326,Christina Miller,18,Female,Social Sciences,Visual,Bachelor's Degree,7.506649148581902,2.49,30,101000.0,85,90,96,3.25,1,Good academic standing maintained through consistent effort
1327,Patrick Smith,18,Female,Computer Science,Reading/Writing,Master's Degree,6.182369155006614,3.84,37,28000.0,96,100,100,3.5,1,High achievement despite suboptimal rest
1328,Heather Thomas,20,Male,Social Sciences,Visual,High School,9.725133444362656,2.81,40,64000.0,90,94,89,3.5,1,Strong performance supported by good sleep habits
1329,Jason Williams,20,Male,Computer Science,Visual,Associate Degree,5.096063342135343,3.22,11,42000.0,82,81,86,2.5,0,"Average performance, possibly impacted by insufficient rest"
1330,Jamie Barrett,19,Male,Mathematics,Visual,Associate Degree,9.304235159282417,2.61,40,122000.0,74,100,85,3.0,1,Good academic standing maintained through consistent effort
1331,Lisa Vasquez,19,Female,Business,Kinesthetic,Master's Degree,6.833021726803299,3.59,20,165000.0,75,81,91,3.0,1,Good academic standing maintained through consistent effort
1332,Brenda Rodriguez,20,Female,Computer Science,Kinesthetic,Master's Degree,7.4486286010316585,2.99,37,5000.0,83,90,93,2.75,1,"Average performance, requires more focused study approach"
1333,Kylie Adams,18,Male,Engineering,Reading/Writing,Bachelor's Degree,8.249736649944152,3.18,26,50000.0,92,99,99,3.75,1,Outstanding achievement through dedicated effort and consistent study
1334,Shelby Brooks,25,Male,Biology,Visual,High School,6.054626057493346,3.44,11,45000.0,71,84,95,2.25,1,"Struggling despite effort, may benefit from academic support services"
1335,Timothy Robinson,24,Male,Engineering,Kinesthetic,Bachelor's Degree,8.296372577047954,3.65,40,55000.0,93,100,100,3.5,1,Strong performance supported by good sleep habits
1336,Olivia Anderson,20,Female,Computer Science,Kinesthetic,Associate Degree,4.0,3.11,31,40000.0,73,87,94,2.25,0,"Struggling despite effort, may benefit from academic support services"
1337,Timothy Ferguson,18,Non-Binary,Psychology,Reading/Writing,Associate Degree,5.920015700167092,2.24,6,37000.0,79,69,74,1.75,0,"Below average performance, needs significant increase in study effort"
1338,Daniel Brown,20,Male,Social Sciences,Auditory,High School,5.613905788988402,4.0,14,52000.0,97,85,80,3.25,1,Solid performance with room for increased study time
1339,John Lewis,18,Female,Engineering,Visual,High School,5.119740981442358,3.87,22,45000.0,78,100,98,2.75,1,"Average performance, possibly impacted by insufficient rest"
1340,Mary Wright,18,Male,Business,Kinesthetic,Bachelor's Degree,6.677567742881573,3.61,13,108000.0,76,78,89,2.5,1,"Average performance, requires more focused study approach"
1341,Crystal Barton,18,Male,Engineering,Reading/Writing,Associate Degree,7.578624952272542,2.75,14,55000.0,86,89,90,2.5,1,"Average performance, requires more focused study approach"
1342,James Shea,19,Female,Computer Science,Reading/Writing,High School,8.053989997748959,2.94,23,26000.0,89,84,83,2.75,1,"Average performance, requires more focused study approach"
1343,Samantha Dean,21,Female,Mathematics,Reading/Writing,Associate Degree,7.361315135800611,2.85,14,74000.0,88,88,81,2.75,1,"Average performance, requires more focused study approach"
1344,Tamara Byrd,20,Female,Mathematics,Kinesthetic,Master's Degree,6.00145980265968,4.0,26,8000.0,81,97,93,3.25,1,Good academic standing maintained through consistent effort
1345,Brett Newton,20,Female,Psychology,Visual,Bachelor's Degree,7.553524656737751,3.38,29,116000.0,90,87,87,3.25,1,Good academic standing maintained through consistent effort
1346,Maria Weaver,19,Male,Engineering,Auditory,High School,7.186428542276276,2.61,15,19000.0,82,83,86,2.0,1,"Struggling despite effort, may benefit from academic support services"
1347,Mrs. Stephanie Calhoun,18,Female,Economics,Visual,High School,8.404084251904024,2.76,11,13000.0,83,91,81,2.25,1,"Struggling despite effort, may benefit from academic support services"
1348,Katie Ramirez,19,Male,Psychology,Reading/Writing,High School,8.165405054397276,3.56,32,19000.0,94,85,82,3.0,1,Good academic standing maintained through consistent effort
1349,Deborah Brown,24,Female,Mathematics,Reading/Writing,Master's Degree,7.045714620880943,4.0,25,24000.0,97,100,100,3.25,1,Good academic standing maintained through consistent effort
1350,Ashley Johnson,18,Male,Biology,Auditory,Associate Degree,5.654120490758115,3.89,19,64000.0,87,81,85,2.5,0,"Average performance, possibly impacted by insufficient rest"
1351,Jennifer Evans,21,Female,Economics,Visual,Associate Degree,6.020574766251879,3.5,34,81000.0,86,100,92,3.0,1,Good academic standing maintained through consistent effort
1352,Joshua Madden,19,Male,Psychology,Reading/Writing,Associate Degree,6.1753159605429495,3.0,19,55000.0,95,91,85,2.75,1,"Average performance, requires more focused study approach"
1353,Christie Clark,19,Male,Engineering,Reading/Writing,Associate Degree,6.527100499125616,2.0,6,48000.0,81,87,81,2.25,1,"Below average performance, needs significant increase in study effort"
1354,Barbara Bruce,20,Female,Social Sciences,Visual,Bachelor's Degree,7.40207564138463,3.4,14,193000.0,96,87,85,3.25,1,Solid performance with room for increased study time
1355,Megan Keith,19,Male,Psychology,Reading/Writing,Associate Degree,8.072761585192087,3.12,11,151000.0,89,80,75,2.5,1,"Average performance, requires more focused study approach"
1356,Sara Harrison,21,Female,Biology,Visual,High School,6.923321960476933,3.07,23,119000.0,68,77,93,1.75,1,"Struggling despite effort, may benefit from academic support services"
1357,Charles Lopez,22,Male,Business,Reading/Writing,High School,7.024187181850708,3.03,22,74000.0,82,74,77,3.5,1,Strong performance supported by good sleep habits
1358,Jeffrey Harris,19,Male,Biology,Visual,Associate Degree,7.214959457500005,2.46,15,94000.0,67,83,92,2.5,0,"Average performance, requires more focused study approach"
1359,Mr. Manuel Horton,18,Male,Psychology,Auditory,Master's Degree,6.2261420303014905,3.65,17,14000.0,87,85,95,2.75,1,"Average performance, requires more focused study approach"
1360,Amanda Ramirez,19,Male,Business,Reading/Writing,High School,5.6119116135355664,3.32,12,66000.0,80,78,74,2.25,1,"Struggling despite effort, may benefit from academic support services"
1361,Patricia Robbins,22,Female,Computer Science,Auditory,Master's Degree,4.366843154033935,3.72,38,10000.0,98,100,100,3.25,1,Good academic standing maintained through consistent effort
1362,Clayton Tate,18,Male,Biology,Reading/Writing,Bachelor's Degree,5.957275962884691,3.72,20,59000.0,90,84,100,2.5,0,"Average performance, possibly impacted by insufficient rest"
1363,William Logan,20,Female,Economics,Reading/Writing,High School,7.709718179901681,3.3,13,19000.0,89,84,76,2.75,1,"Average performance, requires more focused study approach"
1364,William Lang,20,Female,Psychology,Kinesthetic,High School,5.945632842940649,2.79,8,80000.0,79,77,91,2.0,0,"Below average performance, needs significant increase in study effort"
1365,Kellie Pearson,20,Male,Business,Visual,High School,6.64328944386109,2.96,23,67000.0,69,79,70,2.25,1,"Struggling despite effort, may benefit from academic support services"
1366,Alexandra Ellis,18,Female,Biology,Auditory,Bachelor's Degree,7.699646931118475,3.3,14,78000.0,79,80,98,1.75,1,"Struggling despite effort, may benefit from academic support services"
1367,Douglas Suarez,20,Female,Computer Science,Auditory,High School,7.781034244634003,3.05,20,44000.0,85,83,78,2.5,1,"Average performance, requires more focused study approach"
1368,Ryan Allison,22,Female,Engineering,Auditory,Associate Degree,5.380700721750942,3.62,15,32000.0,92,84,96,2.25,1,"Struggling despite effort, may benefit from academic support services"
1369,Rita Gutierrez,18,Male,Business,Visual,Associate Degree,8.495589034680462,3.45,22,87000.0,79,90,90,2.75,1,"Average performance, requires more focused study approach"
1370,Edwin Carlson,18,Male,Business,Kinesthetic,Bachelor's Degree,8.691025134033229,4.0,24,78000.0,75,84,85,3.25,1,Good academic standing maintained through consistent effort
1371,Scott Franklin,24,Female,Business,Auditory,High School,5.30522521417216,4.0,16,112000.0,81,66,72,2.25,1,"Struggling despite effort, may benefit from academic support services"
1372,Dr. Brandon Schmitt,18,Female,Engineering,Visual,Associate Degree,5.7642446955382685,3.16,14,81000.0,75,91,85,2.25,1,"Struggling despite effort, may benefit from academic support services"
1373,Kelly Garcia,21,Female,Computer Science,Reading/Writing,Associate Degree,8.786636024719288,2.0,15,113000.0,78,82,87,2.5,1,"Average performance, requires more focused study approach"
1374,Andrew Phillips,19,Male,Engineering,Auditory,Associate Degree,6.7797197181170485,3.74,20,75000.0,100,100,95,2.75,1,"Average performance, requires more focused study approach"
1375,Rebecca Lawson,18,Female,Psychology,Auditory,Bachelor's Degree,4.0,2.98,14,98000.0,99,83,89,2.0,1,"Struggling despite effort, may benefit from academic support services"
1376,Sarah Weber,21,Male,Engineering,Kinesthetic,High School,4.9004777429009705,2.6,24,115000.0,64,78,94,1.75,1,"Struggling despite effort, may benefit from academic support services"
1377,Tracy Johns,19,Female,Engineering,Auditory,Bachelor's Degree,6.625945562241278,3.05,27,82000.0,81,100,99,3.25,1,Good academic standing maintained through consistent effort
1378,Johnny Contreras,19,Male,Mathematics,Auditory,Bachelor's Degree,5.255436024573097,3.03,13,113000.0,87,99,93,2.5,1,"Average performance, possibly impacted by insufficient rest"
1379,Robert Mullen,19,Female,Computer Science,Reading/Writing,Associate Degree,6.3798643440453375,3.43,12,59000.0,79,86,76,1.75,1,"Struggling despite effort, may benefit from academic support services"
1380,Karen Lopez,19,Male,Psychology,Visual,Bachelor's Degree,7.0485943205253685,2.47,8,85000.0,77,79,81,2.75,1,"Average performance, requires more focused study approach"
1381,Joseph Stevenson,18,Male,Computer Science,Visual,Associate Degree,9.193381906052092,2.59,22,198000.0,82,96,92,3.0,1,Good academic standing maintained through consistent effort
1382,Shaun Stone,19,Female,Computer Science,Kinesthetic,High School,6.564319125658317,3.17,12,94000.0,75,77,79,1.75,0,"Struggling despite effort, may benefit from academic support services"
1383,Matthew Marshall,23,Male,Psychology,Reading/Writing,Bachelor's Degree,8.608812699359138,3.56,20,71000.0,100,93,87,2.75,1,"Average performance, requires more focused study approach"
1384,Robert Griffin,18,Male,Psychology,Visual,Associate Degree,9.143140243055155,3.45,12,96000.0,89,78,90,3.25,1,Solid performance with room for increased study time
1385,Mr. Jonathon Frost MD,20,Male,Mathematics,Reading/Writing,Bachelor's Degree,9.151464504028114,2.86,18,54000.0,89,97,88,2.75,1,"Average performance, requires more focused study approach"
1386,David Davila MD,18,Female,Psychology,Visual,High School,7.4271318900783525,2.51,14,51000.0,76,86,90,2.25,1,"Struggling despite effort, may benefit from academic support services"
1387,Carol Bryant,20,Female,Social Sciences,Reading/Writing,Master's Degree,4.055066278241538,3.12,14,10000.0,93,84,87,3.0,0,Solid performance with room for increased study time
