Name,Age,Experience,KnifeSkills,PlatingAesthetics,Creativity,ChallengeWinRate,JudgesFeedback,StressManagement,SocialMediaFollowing,Education,Country,CuisineSpecialty,AudiencePopularity,SignatureDishes,UniqueIngredients,HoursPracticed,Top10Percent
Patricia Christopher Brown,42,13,4.76,3.72,6.17,11.93,6.3,2.6,4.82,High School,Brazil,Mexican,8.31,4,5,14.1,0
James Grace Garcia,33,4,6.57,7.08,9.77,28.86,6.73,9.71,7.22,Associate's,Germany,Italian,7.45,5,5,24.81,0
Elizabeth Edward Davis,56,18,8.32,8.33,8.52,26.14,5.93,6.0,6.28,Associate's,China,Indian,2.76,5,3,13.02,1
Michael Daniel Smith,32,9,5.75,7.71,7.01,12.64,6.07,1.0,6.34,Bachelor's,USA,Mexican,0.17,1,5,22.12,0
Robert Sophie Jones,41,16,8.02,8.31,7.47,10.19,5.87,7.48,4.44,High School,UK,Indian,2.37,3,8,24.68,1
Linda Emma Martinez,28,9,4.58,7.05,8.82,17.15,7.87,7.73,6.78,High School,Germany,French,5.67,6,7,22.87,0
Robert Benjamin Williams,48,13,4.29,6.01,7.83,24.88,7.52,3.71,9.45,High School,France,Italian,0.79,1,3,13.89,0
Barbara Olivia Davis,18,3,6.05,6.12,7.73,35.16,7.65,7.3,5.77,Culinary School,Brazil,Italian,6.58,5,3,25.65,0
Michael Christopher Garcia,18,6,4.8,6.73,10.0,16.39,4.77,6.53,6.47,Bachelor's,China,Italian,6.72,7,9,22.73,0
Linda Edward Jones,25,4,5.9,7.11,10.0,9.28,7.75,8.1,4.09,High School,USA,French,1.69,3,4,8.21,1
Michael Edward Rodriguez,34,8,3.98,5.35,7.19,29.85,6.49,8.12,9.34,Bachelor's,Japan,Mexican,5.96,4,3,20.55,0
James Daniel Rodriguez,41,8,4.17,4.72,7.22,19.06,6.06,6.17,6.47,High School,China,Mexican,6.07,4,2,34.17,0
Patricia Benjamin Smith,48,19,6.69,8.72,8.36,17.8,5.68,5.24,4.39,High School,USA,Italian,4.78,1,2,25.58,1
Michael Olivia Rodriguez,35,9,10.0,9.64,8.47,28.18,7.68,6.99,3.99,Bachelor's,India,Mexican,9.53,3,7,17.5,1
John Benjamin Smith,36,13,8.13,4.57,7.38,22.11,6.19,4.86,3.82,High School,Brazil,Italian,1.08,1,2,22.72,0
Robert Olivia Miller,45,18,4.53,8.11,10.0,28.7,7.2,7.13,8.0,High School,Italy,Mexican,4.07,3,7,18.04,1
Michael Sophie Smith,42,14,7.77,9.49,7.93,16.48,6.83,3.07,3.4,Bachelor's,Italy,Italian,8.83,4,4,25.07,1
Michael Benjamin Jones,58,20,9.03,6.75,7.79,38.21,8.07,6.82,6.64,Associate's,India,Mexican,3.86,3,8,15.93,1
William Benjamin Johnson,18,6,7.99,8.61,8.23,17.56,8.55,4.83,3.63,Culinary School,Brazil,Indian,4.25,4,14,26.04,1
Elizabeth Olivia Johnson,31,8,5.3,7.46,8.98,23.95,5.55,5.77,4.65,High School,Brazil,Italian,6.68,2,4,24.6,0
Linda Emma Johnson,38,19,9.39,8.84,10.0,24.23,7.36,6.09,5.06,High School,Brazil,Italian,6.66,1,6,23.21,0
Robert Alexander Miller,18,8,7.41,4.89,8.27,5.25,5.65,4.25,4.84,High School,Brazil,Japanese,0.23,5,7,30.35,0
Mary Edward Smith,46,10,2.43,5.06,7.56,12.88,6.47,8.02,5.74,Bachelor's,USA,Italian,4.56,1,7,25.03,0
Patricia Emma Williams,51,19,8.47,7.25,10.0,15.31,6.79,8.12,7.5,High School,Mexico,Mexican,3.34,7,6,25.11,1
Linda Sophie Johnson,32,9,6.26,8.64,8.82,10.33,7.5,3.02,6.94,High School,Mexico,Indian,6.28,2,8,25.63,1
Elizabeth Christopher Martinez,25,5,4.98,4.52,6.36,27.2,6.42,4.2,7.47,High School,Japan,Indian,5.56,3,4,23.57,0
Barbara Grace Garcia,41,13,7.04,5.62,7.49,21.22,5.53,6.6,5.51,Bachelor's,Japan,Mexican,6.51,2,4,22.32,1
Barbara Emma Jones,24,3,6.01,6.4,9.2,26.23,7.76,1.0,9.2,High School,India,French,6.54,4,3,16.61,0
John Olivia Martinez,29,13,7.08,6.9,10.0,25.55,6.45,4.51,4.33,High School,Japan,Italian,2.55,5,3,16.68,0
Mary Sophia Rodriguez,19,4,4.26,5.05,9.46,38.27,7.46,7.41,10.0,Associate's,Japan,Indian,2.46,5,6,22.16,0
Barbara Emma Rodriguez,48,10,5.24,6.92,7.81,6.12,4.56,1.0,3.95,High School,Japan,Mexican,3.7,3,5,23.05,0
Linda Olivia Jones,27,5,4.42,7.73,10.0,12.69,5.41,6.25,3.72,High School,UK,Indian,2.42,2,8,20.09,0
Michael Grace Smith,61,22,4.52,5.63,10.0,17.32,5.33,7.65,8.99,High School,China,Indian,6.83,5,7,17.59,1
Barbara Christopher Rodriguez,34,13,5.11,6.39,10.0,1.02,5.29,1.64,3.0,Bachelor's,USA,Mexican,6.03,1,5,19.32,0
Michael Sophie Jones,39,13,5.48,7.65,9.04,18.18,7.45,8.1,8.12,High School,Germany,Japanese,2.16,4,5,19.74,0
John Christopher Martinez,22,8,3.68,6.63,5.49,22.43,5.84,8.18,8.05,High School,Brazil,Indian,8.84,1,5,21.38,0
Patricia Benjamin Davis,23,0,2.75,4.24,6.63,4.88,4.21,8.04,3.81,High School,USA,Indian,4.61,2,4,18.89,0
Patricia Sophia Brown,46,17,2.88,4.91,8.38,27.33,6.9,6.12,5.23,Culinary School,China,French,1.27,3,2,25.83,1
Barbara Christopher Jones,45,9,5.37,8.63,6.34,8.07,7.35,7.82,5.96,High School,Germany,Japanese,2.13,6,1,19.45,0
Robert Emma Jones,35,8,3.84,7.59,8.94,11.69,7.09,8.49,4.97,Bachelor's,Italy,French,5.4,2,4,16.78,0
James Alexander Garcia,54,17,7.58,6.64,5.24,17.06,5.14,6.99,7.65,Bachelor's,Italy,Mexican,3.38,1,5,19.6,0
Mary Benjamin Garcia,41,13,7.3,6.74,6.7,14.91,6.55,9.87,4.05,High School,Brazil,Italian,8.51,6,2,14.49,0
Mary Emma Garcia,53,19,7.22,5.36,5.45,18.07,4.77,3.63,4.55,High School,UK,Mexican,4.95,3,4,30.07,0
Mary Sophia Johnson,26,0,3.26,4.57,6.21,0.16,4.5,1.47,3.76,Associate's,Germany,Japanese,9.15,1,5,23.28,0
Michael Edward Smith,26,11,6.47,6.96,10.0,26.82,7.25,5.76,6.81,Bachelor's,UK,Mexican,1.02,3,6,19.94,1
Barbara Sophie Garcia,38,14,5.87,7.07,3.96,30.01,8.25,7.76,5.67,Bachelor's,USA,Japanese,6.69,5,7,27.08,1
John Sophia Smith,18,0,2.8,6.61,9.23,0.0,3.44,4.94,1.93,Bachelor's,Brazil,French,8.86,1,9,18.97,0
James Christopher Brown,24,3,8.9,8.4,10.0,15.27,7.57,5.2,6.22,High School,India,Indian,2.93,1,5,19.83,1
Barbara Benjamin Williams,40,11,4.09,5.0,6.31,20.51,5.69,2.64,6.26,Associate's,India,Mexican,1.36,3,3,16.48,0
Mary Edward Jones,22,1,7.31,7.23,7.1,27.54,8.12,4.8,2.85,High School,China,Mexican,4.57,2,5,15.3,1
William Daniel Davis,43,13,6.77,9.78,8.29,31.98,6.71,7.59,6.99,Associate's,China,Indian,9.61,5,5,21.05,0
Michael Christopher Johnson,29,7,7.74,7.8,7.94,23.35,6.56,3.56,2.95,Associate's,Japan,Mexican,6.33,5,3,25.32,0
Barbara Christopher Davis,33,9,6.14,7.23,10.0,9.81,6.95,7.22,3.35,High School,China,Mexican,6.44,2,6,15.61,0
Robert Alexander Martinez,37,7,6.16,6.93,8.11,27.26,8.07,1.0,3.39,High School,Mexico,Italian,6.72,1,5,18.8,0
William Christopher Johnson,36,10,2.68,4.54,8.17,18.15,6.28,1.25,4.47,High School,Italy,Italian,0.4,2,12,18.98,0
Patricia Alexander Brown,40,4,4.0,5.02,4.07,12.52,7.53,4.97,4.83,Associate's,UK,Indian,4.46,5,4,23.86,0
Robert Grace Garcia,31,8,6.35,6.85,4.4,24.51,7.02,3.45,7.67,Bachelor's,Japan,French,0.78,4,3,17.84,0
Patricia Christopher Martinez,41,12,5.71,6.04,8.4,23.13,7.04,4.62,3.6,Associate's,India,Mexican,3.16,3,6,23.77,0
Elizabeth Christopher Brown,22,8,2.37,6.1,5.23,12.18,7.64,6.02,7.78,Bachelor's,Mexico,Mexican,8.22,6,4,23.58,0
James Christopher Brown,42,16,5.5,8.83,9.51,29.85,7.24,4.77,6.51,High School,USA,French,6.56,5,5,16.69,1
Linda Daniel Brown,36,6,3.61,4.75,6.78,6.68,6.16,1.0,6.95,High School,Germany,Mexican,9.96,3,2,18.53,0
John Alexander Johnson,24,6,3.61,6.06,7.43,39.5,7.17,6.33,4.42,High School,UK,French,1.72,5,10,20.4,0
James Edward Brown,33,12,7.14,7.3,9.63,18.64,8.14,6.2,7.03,High School,France,Indian,3.97,1,3,17.82,1
Michael Emma Smith,39,14,5.47,6.6,8.15,17.26,7.12,1.0,4.19,Associate's,UK,Indian,8.1,2,3,15.53,0
Mary Sophie Garcia,29,3,4.73,6.24,6.54,15.61,6.27,1.0,0.57,Bachelor's,China,French,2.16,5,7,27.41,0
Robert Benjamin Rodriguez,18,3,7.78,9.26,8.81,20.24,6.42,8.51,3.91,Associate's,Mexico,French,1.54,1,2,11.09,0
Michael Emma Jones,33,10,4.85,6.17,6.86,39.27,6.05,8.13,8.24,Associate's,Italy,Japanese,4.28,1,5,21.16,1
Barbara Olivia Martinez,43,15,5.61,9.99,9.09,32.77,6.39,9.34,7.47,High School,Mexico,Italian,3.84,3,3,26.82,1
Elizabeth Sophia Martinez,33,10,6.9,6.23,8.65,21.19,5.07,7.8,5.41,High School,USA,Italian,9.8,7,1,15.97,0
Robert Alexander Williams,35,11,5.69,9.1,9.41,24.86,6.4,6.03,4.19,High School,Italy,Mexican,4.56,3,5,20.13,0
Patricia Alexander Smith,34,12,7.29,6.78,8.85,27.76,7.01,6.75,4.96,Associate's,UK,Mexican,8.61,3,5,24.51,0
Patricia Sophie Miller,18,0,3.65,5.95,6.56,14.93,6.0,3.87,5.74,Associate's,Mexico,French,8.88,4,3,4.79,0
Linda Alexander Smith,40,16,5.86,8.82,6.53,24.77,7.22,8.65,7.56,High School,Japan,French,1.58,4,9,19.75,0
Linda Daniel Johnson,31,10,6.48,8.57,5.57,20.69,6.76,8.31,7.74,Associate's,Italy,Italian,7.15,1,6,12.14,0
John Grace Garcia,28,2,6.37,6.17,8.69,17.89,5.55,4.61,2.19,Associate's,UK,Mexican,2.78,3,3,24.82,0
James Daniel Martinez,35,14,4.34,7.18,10.0,0.19,3.9,2.44,3.2,High School,Brazil,Italian,0.95,4,4,16.04,0
Mary Christopher Smith,34,8,4.28,7.04,7.36,16.07,6.37,6.33,5.77,Associate's,Brazil,Indian,8.75,5,6,28.92,0
Elizabeth Sophia Miller,30,8,6.02,8.08,6.81,18.04,6.76,3.45,2.22,Bachelor's,China,Italian,2.92,2,2,15.23,0
Robert Christopher Davis,33,6,4.69,7.6,9.42,18.57,7.53,3.91,5.47,High School,UK,Italian,3.45,1,5,22.25,1
Barbara Olivia Williams,24,6,7.54,7.46,8.21,26.52,6.94,5.61,5.7,Associate's,Japan,French,3.24,3,5,15.62,0
Barbara Christopher Smith,43,11,7.23,9.0,10.0,11.72,5.48,7.54,4.51,High School,USA,Mexican,2.0,3,4,18.81,1
Patricia Christopher Davis,33,10,5.55,7.26,7.53,34.35,5.52,4.4,3.55,Bachelor's,UK,Indian,4.35,2,4,19.98,0
Elizabeth Grace Garcia,45,11,8.12,9.63,6.03,8.83,7.46,7.85,4.92,Culinary School,Germany,Italian,4.28,4,4,20.13,1
Patricia Benjamin Rodriguez,42,18,6.46,6.47,6.02,12.19,5.14,3.35,5.87,Associate's,USA,Italian,4.09,2,5,28.27,0
Robert Grace Williams,26,7,6.84,8.09,6.62,15.2,6.1,1.0,3.48,High School,Mexico,French,9.16,0,4,27.14,0
William Olivia Garcia,39,15,6.35,7.78,9.75,29.75,5.34,6.19,6.13,High School,Germany,Japanese,3.4,4,3,16.25,0
Barbara Alexander Johnson,38,15,6.84,8.08,9.73,9.06,6.47,4.54,5.73,High School,Brazil,Mexican,0.3,4,8,20.21,1
Linda Christopher Smith,25,7,5.8,6.08,8.86,9.0,6.04,4.97,4.3,High School,UK,Mexican,1.78,2,3,14.18,0
Patricia Olivia Rodriguez,40,10,8.49,5.91,6.99,10.82,5.01,10.0,3.57,Associate's,France,Mexican,7.21,3,4,13.04,0
James Grace Williams,45,16,5.26,7.95,7.93,9.21,7.28,5.1,7.92,High School,India,Italian,5.91,3,6,16.67,1
Michael Christopher Johnson,49,11,8.18,7.85,7.45,24.51,6.53,6.49,4.43,High School,Italy,Italian,9.52,3,8,28.42,1
John Olivia Brown,45,16,9.03,7.52,10.0,27.93,5.73,5.46,5.38,Bachelor's,UK,Italian,6.94,3,3,11.56,0
Elizabeth Edward Garcia,44,14,7.75,6.96,6.54,28.79,7.17,4.87,5.16,Associate's,UK,Japanese,1.94,0,5,22.88,1
Barbara Sophia Garcia,38,12,6.05,5.21,9.75,17.96,5.17,4.02,5.91,High School,Japan,Italian,1.21,6,3,22.3,0
Mary Sophia Davis,26,5,5.06,5.78,7.48,14.89,6.24,7.82,3.02,Associate's,Germany,Mexican,5.21,4,3,16.28,0
Michael Sophie Garcia,31,13,7.27,6.86,7.52,11.52,6.39,7.26,2.79,Culinary School,UK,Mexican,6.65,2,5,23.22,0
William Alexander Rodriguez,34,4,5.49,7.43,7.0,24.21,5.51,10.0,2.68,High School,India,French,1.66,3,4,23.2,0
Elizabeth Sophie Smith,57,24,7.11,8.94,7.82,9.08,5.37,1.98,3.91,Associate's,Brazil,Japanese,6.02,1,6,19.81,0
Barbara Olivia Rodriguez,43,14,4.53,6.66,8.43,16.4,6.68,1.0,7.35,Bachelor's,India,Indian,8.65,1,7,19.25,0
Elizabeth Alexander Johnson,40,12,5.16,5.15,6.43,14.31,5.46,2.21,5.94,Associate's,India,Italian,7.28,3,10,18.77,0
Linda Christopher Williams,33,14,5.45,6.8,8.31,2.78,6.9,8.55,3.23,High School,Mexico,Indian,6.64,1,2,15.78,1
John Edward Smith,52,17,5.43,8.93,9.41,33.66,7.06,2.63,8.28,High School,France,Italian,7.89,2,5,20.83,1
Patricia Daniel Jones,29,6,5.74,7.5,6.41,29.77,6.3,4.79,5.22,Bachelor's,China,Japanese,1.04,5,8,17.47,0
William Sophia Davis,43,14,2.75,8.01,9.62,26.33,7.2,1.0,4.74,Culinary School,Italy,Japanese,2.04,5,6,20.81,0
James Olivia Martinez,34,13,4.03,5.12,6.15,21.43,5.06,9.8,5.42,Bachelor's,Germany,Mexican,0.38,3,5,16.95,0
Elizabeth Christopher Garcia,40,11,6.99,6.81,6.78,10.74,6.09,8.55,6.29,Culinary School,USA,Japanese,1.45,5,3,16.71,0
James Christopher Brown,37,10,9.32,9.91,9.6,19.76,6.79,6.57,3.77,Associate's,Italy,Indian,9.13,3,1,17.28,1
William Sophie Garcia,23,7,4.68,3.61,7.59,11.98,5.13,10.0,5.7,Culinary School,Italy,Indian,2.22,10,2,26.35,0
Elizabeth Benjamin Rodriguez,27,11,4.12,7.24,6.08,22.93,6.97,9.09,4.01,Associate's,Germany,Japanese,6.62,2,5,13.11,0
Barbara Edward Martinez,30,7,8.37,7.94,7.69,24.02,7.13,6.66,3.65,Culinary School,USA,Indian,6.92,1,3,28.86,0
Linda Olivia Smith,36,10,6.8,7.04,8.99,15.54,4.7,6.88,1.98,High School,Mexico,Italian,6.45,1,4,23.84,0
James Sophia Brown,52,17,4.91,5.25,2.84,20.21,6.61,6.76,4.9,Bachelor's,Japan,French,5.54,4,6,12.18,0
James Daniel Brown,25,6,8.7,10.0,10.0,34.06,7.24,3.66,7.18,High School,Italy,Mexican,4.86,2,5,17.11,1
James Alexander Garcia,35,8,5.63,7.56,8.76,7.22,5.29,3.77,2.87,High School,China,French,4.2,8,6,11.89,0
Linda Emma Rodriguez,25,8,7.27,7.39,9.17,23.15,7.83,3.52,5.63,Associate's,Brazil,Indian,9.17,2,9,23.23,0
Michael Daniel Smith,42,6,3.16,5.1,6.28,11.61,4.32,3.09,2.79,High School,Japan,Mexican,0.1,2,6,26.38,0
Barbara Emma Jones,45,16,5.54,8.44,9.0,20.56,7.42,3.16,8.25,High School,China,French,0.53,2,8,21.15,1
Linda Edward Brown,39,9,4.32,4.89,8.15,9.1,6.62,2.75,4.48,Culinary School,China,French,4.93,4,6,26.1,0
Michael Benjamin Johnson,18,5,5.15,6.29,6.79,16.15,6.79,2.52,6.04,Associate's,USA,Indian,3.31,0,6,20.92,0
John Daniel Garcia,28,8,6.43,6.81,8.37,25.6,7.22,1.65,4.55,Culinary School,France,Mexican,4.08,2,5,24.85,0
John Sophie Smith,49,12,2.24,6.13,5.93,13.67,6.36,6.49,5.77,Culinary School,India,Mexican,9.98,1,8,21.46,0
Michael Christopher Smith,49,12,6.17,7.86,9.8,34.66,7.2,10.0,6.69,High School,UK,French,7.75,5,5,20.07,1
Patricia Sophie Miller,51,13,6.99,5.07,9.21,19.98,6.36,4.22,6.05,High School,France,Mexican,8.77,3,4,23.87,0
Linda Sophia Martinez,42,8,6.62,6.24,7.76,28.49,6.67,3.53,6.13,High School,UK,Mexican,3.69,3,3,19.22,0
Patricia Christopher Johnson,35,12,7.47,8.52,9.03,17.81,6.32,1.0,4.78,Associate's,Mexico,Italian,2.4,4,5,27.28,0
Michael Edward Rodriguez,18,4,4.93,6.03,10.0,27.47,6.29,3.22,6.28,Associate's,Brazil,Indian,7.68,1,10,18.42,0
Michael Daniel Davis,29,12,3.5,2.79,7.52,19.59,5.41,3.0,4.05,Associate's,UK,Indian,8.08,2,2,22.84,0
Robert Alexander Martinez,30,7,2.33,5.83,10.0,15.53,5.31,6.81,6.9,High School,China,Italian,5.5,3,8,16.47,0
Elizabeth Sophia Williams,42,14,3.66,5.94,8.24,38.44,5.62,5.41,5.98,High School,China,French,8.96,4,11,12.13,0
John Benjamin Jones,48,15,5.75,8.41,9.64,22.6,7.1,3.08,5.55,Associate's,Japan,Japanese,9.67,2,6,21.79,1
Michael Edward Brown,37,13,4.85,7.19,7.79,19.75,6.95,1.08,4.07,High School,Japan,French,4.71,3,4,10.98,1
Barbara Sophia Garcia,30,12,5.64,4.43,7.6,30.68,7.55,8.05,6.41,Bachelor's,UK,Italian,2.23,2,5,30.75,0
John Sophia Jones,35,6,4.08,6.76,7.95,10.44,6.96,2.79,6.27,High School,Mexico,Mexican,5.17,4,3,18.23,0
Barbara Alexander Williams,28,9,4.24,7.05,7.04,17.24,6.31,2.51,6.9,High School,Mexico,Italian,9.9,1,6,19.61,1
Barbara Daniel Smith,43,15,4.65,6.05,7.2,17.0,6.28,5.41,8.25,High School,Mexico,Indian,2.93,3,9,18.45,1
Patricia Christopher Jones,26,10,5.43,7.82,6.59,15.11,5.69,2.57,3.69,Bachelor's,China,Mexican,6.18,4,5,20.7,0
Robert Sophie Rodriguez,36,10,8.6,6.38,6.67,23.46,6.56,3.24,2.74,High School,India,French,6.94,6,3,21.7,0
James Daniel Smith,38,9,5.86,8.16,10.0,20.29,7.32,1.0,2.78,High School,Italy,Mexican,2.14,2,8,15.8,1
John Sophia Jones,23,9,4.24,6.94,7.76,9.08,7.29,3.43,3.3,Associate's,Italy,Indian,5.88,2,7,7.23,0
Barbara Daniel Miller,49,15,6.18,6.29,9.21,22.01,5.27,10.0,4.42,Culinary School,UK,Italian,3.15,1,6,14.5,1
Robert Sophia Miller,34,11,6.81,7.58,8.55,34.21,7.21,8.14,7.77,Culinary School,France,French,8.54,3,7,17.57,1
Elizabeth Benjamin Brown,40,8,8.16,6.41,7.71,31.56,6.93,9.21,6.3,High School,Italy,Japanese,7.15,4,3,21.4,1
Patricia Grace Jones,21,9,7.28,6.91,7.89,32.83,6.01,7.59,7.37,Bachelor's,China,Japanese,8.26,4,7,20.92,0
William Grace Smith,27,12,5.62,7.64,8.51,29.22,7.06,4.95,4.17,High School,Japan,Italian,2.0,6,2,23.77,0
Elizabeth Olivia Jones,38,5,5.75,7.02,8.41,43.41,6.56,6.51,9.06,High School,France,French,0.35,4,7,11.79,0
Patricia Benjamin Miller,51,11,5.9,7.51,9.7,26.02,6.73,4.06,5.36,Associate's,Germany,French,8.51,3,3,15.54,1
Michael Edward Brown,40,8,4.65,6.74,3.83,23.51,5.32,1.57,4.05,High School,USA,Mexican,3.87,2,3,17.8,0
John Emma Garcia,26,12,5.86,6.23,8.28,20.28,8.44,7.01,5.97,Bachelor's,Germany,Italian,1.8,3,2,27.62,0
Robert Grace Johnson,50,15,6.75,7.26,7.74,20.13,4.99,7.76,3.34,Culinary School,Mexico,Mexican,0.92,5,9,33.6,0
Robert Benjamin Williams,24,11,5.35,5.29,3.81,24.34,6.07,10.0,5.18,High School,China,Italian,5.17,3,2,13.26,0
Elizabeth Olivia Smith,33,9,4.5,7.03,7.76,11.53,6.0,8.8,6.55,High School,China,Indian,1.5,3,5,25.46,0
Robert Christopher Rodriguez,42,12,7.37,6.83,5.34,25.18,6.62,3.89,5.14,Associate's,India,Italian,5.67,3,7,20.43,0
James Alexander Williams,45,15,4.73,5.83,6.35,29.86,6.12,3.06,7.2,Associate's,USA,Mexican,7.27,4,5,22.78,0
Linda Edward Martinez,30,12,6.14,5.61,5.7,6.45,3.66,4.24,3.64,Culinary School,Mexico,French,5.35,1,3,13.38,0
Michael Sophia Rodriguez,36,15,5.71,5.84,7.32,19.22,6.83,1.0,4.27,Bachelor's,UK,Italian,9.04,1,10,26.78,0
Mary Christopher Smith,34,9,6.31,7.85,9.42,14.81,6.4,9.35,5.61,Associate's,China,French,1.56,0,7,8.89,0
Barbara Benjamin Miller,27,5,10.0,7.48,8.79,25.04,7.14,6.09,5.19,High School,Brazil,Indian,4.94,2,4,13.43,1
James Emma Rodriguez,40,10,5.89,7.03,10.0,0.0,4.08,5.12,4.88,Bachelor's,China,Japanese,1.63,3,3,18.65,0
Robert Daniel Miller,35,5,4.44,5.7,4.64,5.75,5.74,7.67,2.32,High School,China,Japanese,8.76,5,3,17.03,0
Barbara Christopher Brown,28,14,4.61,7.99,9.16,16.28,7.31,6.93,2.91,Culinary School,Italy,Mexican,9.32,2,4,20.13,1
James Olivia Garcia,22,14,7.22,8.63,7.21,20.28,7.29,6.68,5.91,High School,France,Italian,4.0,2,7,16.58,0
James Christopher Martinez,36,7,6.33,7.54,4.96,19.59,6.16,6.33,4.7,Associate's,Mexico,Indian,3.06,2,4,18.22,0
Mary Emma Smith,31,6,3.31,6.59,7.43,27.08,7.8,1.0,6.46,High School,Japan,Indian,2.79,4,5,19.08,0
Patricia Benjamin Garcia,36,8,8.07,4.97,7.19,20.1,4.79,2.78,0.63,Associate's,Italy,French,8.6,5,8,18.88,0
Michael Christopher Davis,40,12,7.13,4.46,7.63,30.24,6.39,1.64,6.75,Associate's,Mexico,Mexican,6.82,2,8,20.74,0
John Benjamin Johnson,51,23,8.54,8.57,7.12,25.84,7.38,9.14,5.92,Associate's,Brazil,Indian,8.81,3,8,24.48,1
William Sophie Johnson,27,7,4.84,6.01,8.34,18.92,5.69,5.24,3.06,Bachelor's,USA,Italian,1.18,2,9,16.23,0
Michael Olivia Williams,44,17,6.45,6.33,6.85,17.03,7.17,6.51,8.52,Associate's,Brazil,Indian,4.76,1,6,26.74,1
William Sophie Miller,43,13,6.34,8.43,9.48,28.45,6.8,7.6,4.41,High School,Brazil,Japanese,6.76,1,3,20.25,1
William Daniel Jones,34,9,6.41,7.62,8.74,17.34,6.47,3.7,7.17,Bachelor's,France,Mexican,8.97,2,8,26.31,0
Elizabeth Alexander Johnson,40,5,2.82,5.64,8.54,17.87,5.22,6.21,6.29,Bachelor's,Mexico,French,3.82,4,8,18.29,0
Michael Christopher Rodriguez,30,8,4.98,6.61,6.93,20.22,7.04,6.28,6.08,High School,Italy,Italian,3.13,2,2,15.67,0
John Edward Martinez,45,14,10.0,9.11,8.56,7.11,7.25,10.0,1.77,Bachelor's,USA,Japanese,9.13,2,7,20.4,1
Linda Sophia Martinez,48,15,7.47,8.9,4.19,20.34,6.71,4.35,5.72,Culinary School,UK,Indian,0.48,3,6,32.82,1
John Alexander Martinez,44,14,6.45,8.12,10.0,27.37,6.61,2.49,3.72,Associate's,Japan,Mexican,4.8,2,2,13.17,0
William Benjamin Johnson,18,0,7.79,6.55,7.23,21.2,5.35,7.8,1.83,High School,USA,Mexican,4.59,2,4,23.39,0
James Sophie Miller,36,10,3.84,5.96,4.57,15.31,5.4,5.21,6.73,Associate's,UK,Italian,1.46,0,6,20.89,0
John Sophia Garcia,27,7,10.0,8.18,8.61,21.89,6.23,4.49,1.8,High School,UK,French,3.95,1,8,22.02,0
John Edward Miller,32,8,5.32,7.94,6.59,22.32,6.31,4.98,3.98,Associate's,Brazil,Japanese,7.23,4,3,13.97,0
Linda Sophie Brown,28,5,5.81,7.0,6.44,15.15,6.92,2.91,5.25,Associate's,Japan,French,3.67,2,7,22.29,0
Patricia Christopher Smith,47,12,5.68,4.62,9.25,9.84,5.51,2.89,5.49,Culinary School,Italy,Italian,3.1,2,4,21.48,0
Michael Edward Garcia,33,8,4.63,5.53,5.81,0.13,6.22,3.8,3.92,Associate's,India,Italian,7.82,1,1,12.58,0
Mary Daniel Williams,32,12,3.73,5.49,7.82,9.44,5.66,1.0,3.68,High School,India,Japanese,9.89,1,4,20.66,0
Linda Edward Martinez,40,12,8.84,8.52,10.0,26.81,7.78,5.28,3.91,Bachelor's,China,Mexican,7.79,3,1,18.79,1
Barbara Emma Martinez,20,6,5.11,6.4,6.3,1.75,5.74,6.14,6.16,High School,UK,Mexican,8.46,1,5,18.23,0
Robert Sophie Davis,19,8,8.53,8.4,6.16,8.94,6.33,2.87,0.0,High School,Italy,Japanese,9.4,2,6,19.77,0
Linda Olivia Rodriguez,46,16,5.2,7.67,5.43,28.24,7.22,7.96,5.44,High School,China,French,8.02,1,11,25.44,1
Patricia Sophia Johnson,28,6,2.26,5.83,7.01,8.43,6.48,3.28,2.6,High School,Japan,Japanese,9.8,3,2,22.29,0
Michael Olivia Brown,28,12,9.58,7.75,9.64,22.27,6.88,7.45,2.71,Culinary School,India,Mexican,7.47,3,5,14.78,0
Mary Edward Williams,32,13,9.23,7.33,9.71,25.07,6.55,10.0,4.16,Associate's,China,French,6.62,3,7,22.49,0
John Edward Davis,30,5,7.7,8.89,8.64,24.98,8.58,7.83,4.94,Bachelor's,India,Indian,6.93,3,5,19.78,1
Patricia Sophia Brown,37,13,8.87,6.39,6.9,22.7,7.03,9.9,6.19,High School,UK,French,9.0,3,8,16.92,0
James Alexander Rodriguez,40,10,9.6,7.9,6.86,32.62,7.37,6.6,5.45,Bachelor's,China,Mexican,6.83,6,1,13.8,0
James Grace Miller,37,13,6.53,8.3,5.95,19.17,7.33,6.51,4.77,Associate's,India,Italian,7.61,7,6,24.03,0
Mary Sophie Martinez,20,4,8.75,6.5,6.99,43.79,7.37,7.66,3.59,Associate's,China,French,2.16,3,7,17.15,0
Mary Benjamin Garcia,27,2,4.94,6.95,4.13,18.84,6.87,5.54,3.37,Culinary School,UK,French,9.13,2,2,24.54,0
Michael Grace Rodriguez,30,12,5.38,8.03,8.07,33.75,7.3,4.6,2.29,Associate's,India,Italian,4.47,4,6,14.62,0
Mary Sophie Jones,37,11,6.05,7.91,10.0,40.85,8.85,10.0,10.0,Associate's,Japan,Mexican,1.61,3,2,29.97,1
Barbara Sophie Smith,28,6,7.38,7.04,7.47,16.41,6.52,7.5,6.24,High School,Italy,Indian,8.0,7,2,33.17,0
